record_id,domain,language_hint,feedback
R000345,interior,en,Driver seat cushion has worn through after 60 months.
R000346,interior,en,Passenger seat ventilation makes a loud rattling noise on bumpy roads. !!!!!!
R000347,display_infotainment,de,Drahtloses Ladegeraet ueberhitzt und stoppt das Laden. <p>this is a complaint</p>
R000348,interior,en,Center console armrest is loose and wobbles when leaning on it.
R000349,interior,en,"Rear seat belt buckle is stuck, cannot release the belt. Contact me at john.doe@example.com or +49 30 1234567."
R000350,interior,en,Climate control blows cold air on driver side and hot on passenger side.
R000351,interior,en,Mirror auto-dimming feature does not work at night. Plate: B-MW 1234
R000352,interior,en,Mirror auto-dimming feature does not work at night.
R000353,display_infotainment,en,Bluetooth pairing drops every time the car is restarted.  multiple   spaces   here  
R000354,display_infotainment,de,Rueckfahrkamera zeigt schwarzen Bildschirm beim Einlegen des Rueckwaertsgangs. Please fix this asap.
R000355,display_infotainment,da,"MBUX skaermen fryser under navigation, skal genstartes."
R000356,display_infotainment,en,GPS navigation routes through closed roads repeatedly. <p>this is a complaint</p>
R000357,interior,en,"Dome light stays on after locking the car, drains the 12v battery. Plate: B-MW 1234"
R000358,display_infotainment,de,Drahtloses Ladegeraet ueberhitzt und stoppt das Laden.
R000359,interior,en,"Rear seat belt buckle is stuck, cannot release the belt. Please fix this asap."
R000360,interior,en,Cabin filter smells musty even after replacement. VIN: WDB2030461A123456
R000361,interior,en,Mirror auto-dimming feature does not work at night. Please fix this asap.
R000362,display_infotainment,pl,"Ekran MBUX zawiesza sie podczas nawigacji, wymaga restartu."
R000363,interior,en,"Sunroof refuses to close in cold weather, error on dashboard.  multiple   spaces   here  "
R000364,interior,en,Cup holder cracked after 49 months of normal use. Contact me at john.doe@example.com or +49 30 1234567.
R000365,powertrain,de,AdBlue-Warnung bleibt trotz Nachfuellen bestehen. Mercedes please help.
R000366,display_infotainment,fr,"L ecran MBUX se fige pendant la navigation, redemarrage requis. !!!!!!"
R000367,display_infotainment,de,Drahtloses Ladegeraet ueberhitzt und stoppt das Laden.
R000368,interior,en,"Dome light stays on after locking the car, drains the 12v battery. Please fix this asap."
R000369,display_infotainment,it,Lo schermo MBUX si blocca durante la navigazione. Contact me at john.doe@example.com or +49 30 1234567.
R000370,interior,en,Mirror auto-dimming feature does not work at night. Contact me at john.doe@example.com or +49 30 1234567.
R000371,interior,en,"Ambient lighting flickers randomly at night, very distracting. Mercedes please help."
R000372,display_infotainment,en,Burmester audio system has static noise on right rear speaker.
R000373,interior,en,Power window switch on driver door is unresponsive intermittently. Please fix this asap.
R000374,interior,en,Steering wheel heater only warms the lower half of the rim. !!!!!!
R000375,interior,en,Cup holder cracked after 56 months of normal use. !!!!!!
R000376,display_infotainment,de,Hey Mercedes Sprachassistent versteht Befehle nicht. Please fix this asap.
R000377,interior,en,Mirror auto-dimming feature does not work at night.  multiple   spaces   here  
R000378,interior,en,Climate control blows cold air on driver side and hot on passenger side.
R000379,interior,en,"Sunroof refuses to close in cold weather, error on dashboard. !!!!!!"
R000380,interior,en,Power window switch on driver door is unresponsive intermittently.
R000381,powertrain,de,Die 12V-Batterie entlaedt sich ueber Nacht komplett.
R000382,powertrain,en,AdBlue warning appears constantly even after refilling. Contact me at john.doe@example.com or +49 30 1234567.
R000383,interior,en,Power window switch on driver door is unresponsive intermittently.
R000384,interior,en,Cabin filter smells musty even after replacement.
R000385,interior,en,Cup holder cracked after 29 months of normal use.
R000386,interior,en,Steering wheel heater only warms the lower half of the rim. Plate: B-MW 1234
R000387,interior,en,"Ambient lighting flickers randomly at night, very distracting."
R000388,interior,en,"Dome light stays on after locking the car, drains the 12v battery. Mercedes please help."
R000389,interior,en,"Sunroof refuses to close in cold weather, error on dashboard. Contact me at john.doe@example.com or +49 30 1234567."
R000390,display_infotainment,en,Burmester audio system has static noise on right rear speaker.
R000391,interior,en,Power window switch on driver door is unresponsive intermittently. Contact me at john.doe@example.com or +49 30 1234567.
R000392,interior,en,The driver seat heater stops working after 59 minutes of driving.  multiple   spaces   here  
R000393,interior,en,Power window switch on driver door is unresponsive intermittently. !!!!!!
R000394,interior,en,Passenger seat ventilation makes a loud rattling noise on bumpy roads. Contact me at john.doe@example.com or +49 30 1234567.
R000395,display_infotainment,da,Bakkamera viser sort skaerm naar jeg saetter i bakgear.
R000396,interior,en,Steering wheel heater only warms the lower half of the rim. <p>this is a complaint</p>
R000397,interior,en,Driver seat cushion has worn through after 21 months.
R000398,display_infotainment,it,Lo schermo MBUX si blocca durante la navigazione. Contact me at john.doe@example.com or +49 30 1234567.
R000399,interior,en,Steering wheel heater only warms the lower half of the rim. Plate: B-MW 1234
R000400,interior,en,Power window switch on driver door is unresponsive intermittently. <p>this is a complaint</p>
R000401,interior,en,Driver seat cushion has worn through after 44 months. Mercedes please help.
R000402,interior,en,"Dome light stays on after locking the car, drains the 12v battery. !!!!!!"
R000403,powertrain,en,Turbocharger whines loudly above 60000 rpm. Plate: B-MW 1234
R000404,powertrain,en,Diesel particulate filter regeneration fails repeatedly.  multiple   spaces   here  
R000405,display_infotainment,tr,MBUX dokunmatik ekran navigasyon sirasinda donuyor.  multiple   spaces   here  
R000406,interior,en,"Glove box latch broke, lid will not stay closed."
R000407,interior,en,"Glove box latch broke, lid will not stay closed.  multiple   spaces   here  "
R000408,powertrain,en,"12v battery drains overnight, car will not start in the morning. !!!!!!"
R000409,interior,en,"Glove box latch broke, lid will not stay closed. !!!!!!"
R000410,interior,en,Cabin filter smells musty even after replacement. Contact me at john.doe@example.com or +49 30 1234567.
R000411,interior,en,Cup holder cracked after 48 months of normal use.
R000412,interior,en,Power window switch on driver door is unresponsive intermittently. Please fix this asap.
R000413,powertrain,en,"Coolant leak under the engine bay, sweet smell after driving."
R000414,interior,en,Climate control blows cold air on driver side and hot on passenger side. Please fix this asap.
R000415,interior,en,Mirror auto-dimming feature does not work at night.
R000416,display_infotainment,en,Bluetooth pairing drops every time the car is restarted. Contact me at john.doe@example.com or +49 30 1234567.
R000417,display_infotainment,en,GPS navigation routes through closed roads repeatedly. <p>this is a complaint</p>
R000418,display_infotainment,fr,"L ecran MBUX se fige pendant la navigation, redemarrage requis."
R000419,interior,en,Passenger seat ventilation makes a loud rattling noise on bumpy roads.
R000420,powertrain,en,Electric motor produces a humming noise when accelerating from stop. !!!!!!
R000421,powertrain,de,AdBlue-Warnung bleibt trotz Nachfuellen bestehen.  multiple   spaces   here  
R000422,interior,en,Passenger seat ventilation makes a loud rattling noise on bumpy roads.  multiple   spaces   here  
R000423,interior,en,Power window switch on driver door is unresponsive intermittently. VIN: WDB2030461A123456
R000424,interior,en,Cup holder cracked after 45 months of normal use. <p>this is a complaint</p>
R000425,interior,en,"Dome light stays on after locking the car, drains the 12v battery. Mercedes please help."
R000426,display_infotainment,es,La camara de marcha atras muestra pantalla negra. Please fix this asap.
R000427,interior,en,"Sunroof refuses to close in cold weather, error on dashboard. Contact me at john.doe@example.com or +49 30 1234567."
R000428,interior,en,Mirror auto-dimming feature does not work at night. VIN: WDB2030461A123456
R000429,interior,en,"Dome light stays on after locking the car, drains the 12v battery."
R000430,interior,en,"Glove box latch broke, lid will not stay closed. Contact me at john.doe@example.com or +49 30 1234567."
R000431,display_infotainment,en,GPS navigation routes through closed roads repeatedly. !!!!!!
R000432,interior,en,"Ambient lighting flickers randomly at night, very distracting."
R000433,display_infotainment,en,GPS navigation routes through closed roads repeatedly. Contact me at john.doe@example.com or +49 30 1234567.
R000434,interior,en,"Sunroof refuses to close in cold weather, error on dashboard. VIN: WDB2030461A123456"
R000435,interior,en,"Rear seat belt buckle is stuck, cannot release the belt. Please fix this asap."
R000436,interior,en,Center console armrest is loose and wobbles when leaning on it. <p>this is a complaint</p>
R000437,display_infotainment,de,Rueckfahrkamera zeigt schwarzen Bildschirm beim Einlegen des Rueckwaertsgangs. Plate: B-MW 1234
R000438,powertrain,en,"12v battery drains overnight, car will not start in the morning. Mercedes please help."
R000439,interior,en,Driver seat cushion has worn through after 33 months. Plate: B-MW 1234
R000440,interior,en,Power window switch on driver door is unresponsive intermittently.
R000441,interior,en,"Sunroof refuses to close in cold weather, error on dashboard. Contact me at john.doe@example.com or +49 30 1234567."
R000442,interior,en,"Sunroof refuses to close in cold weather, error on dashboard. Please fix this asap."
R000443,interior,en,"Glove box latch broke, lid will not stay closed. Please fix this asap."
R000444,interior,en,"Glove box latch broke, lid will not stay closed. Please fix this asap."
R000445,interior,en,Power window switch on driver door is unresponsive intermittently.
R000446,display_infotainment,es,La camara de marcha atras muestra pantalla negra. Contact me at john.doe@example.com or +49 30 1234567.
R000447,interior,en,"Sunroof refuses to close in cold weather, error on dashboard. !!!!!!"
R000448,interior,en,The driver seat heater stops working after 5 minutes of driving.  multiple   spaces   here  
